VistID,Time_Spent,Age,Avg_Income,Internet_Usage,Ad_Topic,Country_Name,City_code,Male,Time_Period,Weekday,Month,Year,Clicked
1528954,57.7,60,62378,120.95,product_29,Singapore,City_1,Yes,Evening,Sunday,February,2020,1
9203155,82.72,44,58953.01,216.5,product_17,Bangladesh,City_4,Yes,Evening,Tuesday,May,2020,0
7324779,91.43,53,65882.81,202.12,product_17,Niger,City_3,Yes,Mid-Night,Saturday,July,2020,0
5827492,73.49,43,55677.12,230.14,product_20,Costa Rica,City_3,No,Noon,Sunday,January,2020,0
2707203,66.83,46,77871.75,196.17,product_14,Cyprus,City_5,Yes,Night,Sunday,February,2020,0
5146882,68.18,32,52686.47,162.44,product_1,Japan,City_3,Yes,Morning,Sunday,May,2020,0
8878459,85.77,38,55499.69,156.48,product_8,Luxembourg,City_6,No,Noon,Sunday,February,2020,0
4328263,85.86,35,48852.58,258.06,product_9,Sudan,City_1,No,Night,Wednesday,May,2020,0
8192823,81.51,37,70410.11,193.29,product_29,Libyan Arab Jamahiriya,City_3,Yes,Mid-Night,Saturday,March,2020,0
4340376,78.36,30,69805.7,218.97,product_24,Algeria,City_4,Yes,Mid-Night,Sunday,April,2020,0
8380522,73.57,30,70377.23,212.38,product_15,Uruguay,City_1,No,Morning,Sunday,March,2020,0
9575888,78.84,49,55677.12,173.49,product_18,Belize,City_1,No,Night,Saturday,July,2020,0
9140769,76.9,37,51512.66,207.96,product_1,Martinique,City_4,Yes,Morning,Friday,July,2020,0
9117941,60.75,22,64654.66,225.05,product_20,Colombia,City_1,No,Night,Saturday,January,2020,0
4465396,74.54,37,47708.42,222.75,product_1,Liberia,City_3,Yes,Morning,Monday,January,2020,0
8289732,44.46,50,28387,158.35,product_25,Bulgaria,City_4,Yes,Night,Tuesday,January,2020,1
2741478,84.76,39,61625.87,256.39,product_26,Argentina,City_2,No,Evening,Saturday,June,2020,0
5777907,68.6,31,54645,151.25,product_4,Bouvet Island (Bouvetoya),City_2,No,Night,Saturday,June,2020,1
3559484,68.1,29,70547.16,218.79,product_30,Brazil,City_3,No,Night,Wednesday,July,2020,0
2496016,79.22,24,56725.47,177.55,product_26,Panama,City_1,No,Mid-Night,Saturday,July,2020,0
7934123,48.01,59,35349,153.12,product_29,Liberia,City_1,Yes,Noon,Saturday,January,2020,1
3449980,82.95,39,69805.7,201.29,product_4,Lao People's Democratic Republic,City_3,No,Morning,Tuesday,April,2020,0
4388652,50.6,55,31093,161.79,product_10,Palau,City_2,No,Early-Morning,Friday,January,2020,1
7293286,74.54,19,54045.39,193.6,product_17,Sudan,City_1,Yes,Night,Monday,June,2020,0
3068397,88.89,22,70510.59,228.03,product_16,Australia,City_3,No,Night,Tuesday,April,2020,0
7684225,44.46,38,38641,128.98,product_7,Burundi,City_2,No,Morning,Thursday,May,2020,1
6387007,33.33,32,41336,154.97,product_17,Morocco,City_1,No,Morning,Saturday,February,2020,1
7426897,54.37,38,72196.29,140.77,product_27,Mexico,City_6,No,Evening,Saturday,June,2020,1
3643160,41.49,33,49091,195.54,product_18,Greece,City_1,No,Noon,Sunday,March,2020,1
6025635,72.76,47,67058.72,207.27,product_15,Mayotte,City_1,Yes,Mid-Night,Tuesday,May,2020,0
8337576,37.75,29,51013,120.85,product_19,Kiribati,City_1,Yes,Early-Morning,Wednesday,January,2020,1
9159326,40.04,43,59243,119.27,product_28,Armenia,City_1,No,Mid-Night,Friday,May,2020,1
6407237,67.71,19,58476.57,231.95,product_17,Saint Pierre and Miquelon,City_5,Yes,Evening,Saturday,April,2020,0
9556976,63.04,27,69784.85,159.05,product_3,Netherlands Antilles,City_6,No,Evening,Sunday,July,2020,1
9894795,58.6,19,44490.09,197.93,product_30,Lebanon,City_5,Yes,Night,Sunday,June,2020,0
2737421,50.6,30,34191.13,129.88,product_11,United States of America,City_4,Yes,Noon,Tuesday,May,2020,1
7458207,87.23,21,45959.86,230.91,product_19,Dominica,City_5,No,Mid-Night,Friday,May,2020,0
9443630,43.77,38,41233,115.79,product_17,Ghana,City_1,No,Night,Friday,April,2020,1
2569335,75.65,43,65280.16,236.19,product_18,Bosnia and Herzegovina,City_6,Yes,Mid-Night,Friday,January,2020,0
6608379,62.06,40,63493.6,116.27,product_8,Jersey,City_4,Yes,Evening,Wednesday,March,2020,1
3241512,82.12,45,52177,132.27,product_1,San Marino,City_1,Yes,Noon,Tuesday,April,2020,1
6819510,81.67,20,60151.77,222.91,product_6,Dominica,City_3,Yes,Evening,Thursday,February,2020,0
6486632,56.34,56,38745,123.51,product_17,Estonia,City_1,No,Early-Morning,Tuesday,June,2020,1
8378245,70.44,32,66200.96,249.54,product_13,Bangladesh,City_1,No,Mid-Night,Tuesday,February,2020,0
1972067,69.74,24,63727.5,202.9,product_19,Falkland Islands (Malvinas),City_4,Yes,Evening,Wednesday,January,2020,0
7610969,78.53,34,32536.98,131.72,product_28,Norfolk Island,City_1,No,Evening,Friday,April,2020,1
2314130,70.39,47,55424.24,234.64,product_30,Mongolia,City_5,No,Evening,Monday,March,2020,0
2185643,85.78,28,66107.84,219.98,product_22,Netherlands Antilles,City_3,No,Evening,Friday,March,2020,0
8875838,54.39,20,52563.22,171.9,product_3,Guadeloupe,City_2,Yes,Evening,Monday,February,2020,1
6530200,40.42,40,35349,119.03,product_7,Vietnam,City_2,Yes,Mid-Night,Monday,February,2020,1
4724890,70.05,53,72272.9,225.23,product_1,Fiji,City_1,No,Evening,Monday,July,2020,0
9135241,78.37,25,38427.66,191.82,product_27,Macedonia,City_1,Yes,Noon,Wednesday,January,2020,0
7489390,64.67,35,27508,130.86,product_14,Ghana,City_1,No,Mid-Night,Friday,June,2020,1
8709949,66.04,29,68094.85,203.3,product_27,Cayman Islands,City_2,No,Mid-Night,Thursday,April,2020,0
7617309,70.41,53,58114.3,208.05,product_4,Korea,City_3,No,Evening,Wednesday,July,2020,0
4452311,82.52,25,54952.42,229.88,product_2,Taiwan,City_7,Yes,Morning,Wednesday,January,2020,0
3343353,69.58,19,36914,145.98,product_23,Gambia,City_1,No,Morning,Tuesday,May,2020,1
8034744,83.07,24,49850.52,207.17,product_10,Comoros,City_2,No,Mid-Night,Wednesday,April,2020,0
6428149,83.91,53,50820.74,223.93,product_26,Cape Verde,City_1,No,Evening,Wednesday,June,2020,0
3495664,39.47,20,60333,175.37,product_20,Falkland Islands (Malvinas),City_2,No,Early-Morning,Thursday,May,2020,1
1439741,38.52,41,69785,160.49,product_27,Guatemala,City_3,No,Early-Morning,Monday,June,2020,1
4050367,75.83,27,67516.07,200.59,product_7,Estonia,City_1,No,Morning,Friday,March,2020,0
3998734,71.76,35,69285.69,237.39,product_27,Saint Pierre and Miquelon,City_2,No,Noon,Thursday,May,2020,0
5319218,70.92,56,26024,118.6,product_1,Guadeloupe,City_1,No,Morning,Tuesday,May,2020,1
8311548,76.28,34,62430.55,149.25,product_25,Saint Martin,City_3,No,Night,Saturday,March,2020,0
6699176,77.5,32,50147.72,196.77,product_18,Estonia,City_2,No,Early-Morning,Sunday,June,2020,0
7358537,63.6,23,47169.14,230.78,product_25,Vanuatu,City_3,Yes,Night,Thursday,February,2020,0
6464046,48.22,29,70449.04,156.48,product_11,Guinea,City_3,No,Morning,Thursday,March,2020,0
2501769,35.66,43,46239,128.17,product_29,Belgium,City_1,No,Early-Morning,Monday,March,2020,1
8537072,75.81,51,46964.11,175.14,product_27,Burkina Faso,City_1,No,Morning,Tuesday,March,2020,0
5487701,81.25,44,61005.87,200.59,product_10,Cambodia,City_3,No,Night,Tuesday,June,2020,0
3910910,87.98,42,75535.14,245.5,product_2,Saint Helena,City_3,Yes,Evening,Sunday,April,2020,0
8279414,78.83,29,57032.36,165.43,product_6,Zambia,City_2,Yes,Noon,Monday,May,2020,0
4647903,64.79,45,42697,177.46,product_28,Japan,City_1,No,Evening,Monday,February,2020,1
7745307,65.72,59,50279,177.46,product_21,British Virgin Islands,City_1,No,Early-Morning,Monday,May,2020,1
9051666,55.04,55,49957,141.36,product_21,Burundi,City_2,No,Night,Thursday,June,2020,1
3842539,70.03,26,64264.25,227.72,product_26,Samoa,City_1,Yes,Evening,Sunday,May,2020,0
6419658,34.86,60,54325,154.97,product_1,Andorra,City_2,Yes,Evening,Sunday,April,2020,1
9094965,37.05,40,47510,121.28,product_20,South Africa,City_1,Yes,Morning,Saturday,March,2020,1
5665575,56.3,41,53013,109.77,product_18,Lao People's Democratic Republic,City_2,Yes,Noon,Saturday,February,2020,1
1936042,44.33,39,33813,109,product_28,Dominican Republic,City_2,Yes,Evening,Wednesday,May,2020,1
8741309,66.47,31,58037.66,256.39,product_8,France,City_9,Yes,Mid-Night,Thursday,March,2020,0
9393314,82.38,54,58966,107.19,product_4,Tuvalu,City_2,Yes,Early-Morning,Friday,March,2020,1
1738276,84.29,48,54286,168,product_26,Italy,City_1,Yes,Mid-Night,Wednesday,June,2020,1
1043658,87.46,53,64188.5,158.05,product_27,Martinique,City_1,No,Morning,Sunday,April,2020,0
1477364,70.44,40,60845.55,205.84,product_1,Iceland,City_2,No,Night,Friday,March,2020,0
1976150,47.74,20,18369,150.99,product_27,Ghana,City_2,No,Noon,Friday,May,2020,1
9710763,86.58,34,63551.67,227.53,product_23,Thailand,City_4,No,Night,Friday,February,2020,0
6745065,81.95,48,74180.05,204.22,product_8,Malaysia,City_3,Yes,Morning,Thursday,February,2020,0
7574971,69.11,47,57756.89,190.25,product_15,Norway,City_2,No,Early-Morning,Sunday,March,2020,0
1606832,70.05,33,75560.65,203.44,product_12,Croatia,City_6,No,Evening,Thursday,March,2020,0
8743920,65.82,32,57545.56,247.9,product_15,Belgium,City_3,No,Morning,Monday,June,2020,0
1774461,65.65,40,63936.5,210.54,product_15,South Africa,City_8,No,Noon,Saturday,May,2020,0
6728381,73.57,49,64287.78,227.72,product_23,Haiti,City_2,No,Morning,Sunday,May,2020,0
2106732,79.83,37,50950.24,224.44,product_1,Luxembourg,City_3,Yes,Noon,Saturday,May,2020,0
4942703,74.06,23,40345.49,225.99,product_20,Wallis and Futuna,City_3,No,Early-Morning,Saturday,July,2020,0
2281652,81.99,45,39699.13,177.55,product_17,Palau,City_4,Yes,Night,Wednesday,June,2020,0
7655207,39.36,32,57595,162.95,product_24,Comoros,City_1,No,Morning,Friday,March,2020,1
3578089,82.79,61,52340,168.41,product_6,Zambia,City_3,Yes,Evening,Friday,May,2020,1
3337322,72.6,38,42898,123.08,product_10,Ethiopia,City_3,Yes,Evening,Wednesday,February,2020,1
4708100,47.64,47,57888,208.21,product_28,Dominican Republic,City_1,Yes,Mid-Night,Thursday,July,2020,1
3652935,33.52,52,37605,148.19,product_26,Barbados,City_2,No,Mid-Night,Monday,February,2020,1
3572471,77.8,19,53013,151.18,product_22,Ukraine,City_1,Yes,Mid-Night,Saturday,February,2020,1
4308976,80.29,49,71727.51,196.23,product_18,Saint Lucia,City_2,No,Night,Friday,July,2020,0
1310385,53.22,20,60803,181.02,product_18,Montenegro,City_1,No,Night,Wednesday,January,2020,1
5948968,77.6,23,63936.5,170.9,product_19,Falkland Islands (Malvinas),City_4,No,Mid-Night,Saturday,January,2020,0
2487837,41.73,47,60812.77,144.71,product_7,Cote d'Ivoire,City_2,No,Night,Friday,April,2020,1
3478811,78.68,45,66629.61,195.56,product_12,Barbados,City_1,Yes,Morning,Monday,June,2020,0
3829553,66.03,42,52252.91,192.85,product_17,British Virgin Islands,City_1,No,Night,Friday,February,2020,0
4533418,51.68,33,60333,126.29,product_18,Chile,City_2,Yes,Mid-Night,Monday,May,2020,1
7091334,81.46,20,69562.46,158.29,product_17,Timor-Leste,City_2,No,Morning,Sunday,May,2020,0
4575482,63.24,33,56759,149.67,product_15,Saint Lucia,City_1,No,Early-Morning,Tuesday,March,2020,1
7169901,49.13,32,41097.17,120.49,product_27,Fiji,City_6,No,Mid-Night,Friday,January,2020,1
9886998,66.83,23,61610.05,184.03,product_26,Saint Lucia,City_1,Yes,Night,Friday,June,2020,0
5031352,83.89,20,61467.33,227.72,product_21,Papua New Guinea,City_1,No,Noon,Wednesday,June,2020,0
6936578,71.28,37,67307.43,246.72,product_28,Guyana,City_2,Yes,Evening,Sunday,April,2020,0
1164549,70.44,33,75769.82,232.21,product_13,French Southern Territories,City_5,Yes,Morning,Saturday,April,2020,0
7728877,73.38,25,53058.91,236.19,product_24,French Southern Territories,City_4,Yes,Morning,Thursday,April,2020,0
2337862,69.88,23,39699.13,190.71,product_21,Cameroon,City_1,No,Morning,Thursday,July,2020,0
1970521,82.79,45,62430.55,166.31,product_26,Gibraltar,City_3,Yes,Evening,Wednesday,March,2020,0
1947936,75.42,21,73889.99,221.53,product_26,United States of America,City_5,No,Morning,Friday,May,2020,0
1397618,62.42,59,37839,153.98,product_8,Bouvet Island (Bouvetoya),City_2,Yes,Mid-Night,Friday,January,2020,1
5803176,37.65,39,63451,129.01,product_29,Slovenia,City_1,No,Night,Thursday,February,2020,1
8396331,79.82,21,59677.64,217.68,product_7,French Polynesia,City_1,No,Night,Friday,May,2020,0
2123196,84.71,48,67240.25,199.79,product_26,Gibraltar,City_3,Yes,Morning,Sunday,March,2020,0
1673275,81.56,19,61009.1,234.72,product_15,Macedonia,City_2,No,Night,Sunday,May,2020,0
8381675,52.67,44,14775.5,191.26,product_29,Jersey,City_5,No,Early-Morning,Thursday,May,2020,1
7545991,64.1,33,61227.59,258.26,product_25,Iran,City_2,Yes,Noon,Saturday,May,2020,0
3497120,73.41,48,57669.41,187.76,product_28,Bouvet Island (Bouvetoya),City_4,Yes,Night,Wednesday,July,2020,0
8494468,80.94,28,59677.64,193.77,product_4,Pitcairn Islands,City_1,Yes,Night,Tuesday,June,2020,0
4527636,44.16,42,61690.93,133.42,product_2,Spain,City_3,Yes,Mid-Night,Wednesday,May,2020,1
4919675,80.31,34,34886,105.22,product_24,Uganda,City_4,No,Morning,Thursday,July,2020,1
4708942,50.6,47,49309,231.87,product_9,Monaco,City_1,No,Morning,Monday,March,2020,1
6250703,38.96,56,76894,119.32,product_24,British Virgin Islands,City_1,No,Early-Morning,Sunday,July,2020,1
7330719,83.48,34,75524.78,201.58,product_26,United States of America,City_2,No,Morning,Wednesday,June,2020,0
7847175,48.22,44,54541.56,229.99,product_26,Bolivia,City_3,Yes,Noon,Saturday,March,2020,0
1386524,79.09,48,69775.75,214.33,product_12,Norfolk Island,City_3,No,Morning,Friday,February,2020,0
8907694,63.11,36,74543.81,197.93,product_6,Sweden,City_4,No,Evening,Tuesday,February,2020,0
9448523,70.68,31,74430.08,199.08,product_10,Colombia,City_1,No,Mid-Night,Sunday,July,2020,0
6543949,34.3,38,18369,110.84,product_13,New Caledonia,City_2,No,Morning,Monday,July,2020,1
5090661,89.21,49,51816.27,219.55,product_4,Yemen,City_3,No,Noon,Sunday,February,2020,0
3729794,78.18,33,66225.72,196.23,product_15,Fiji,City_6,Yes,Night,Wednesday,June,2020,0
5492779,77.22,23,61617.98,225.87,product_8,Comoros,City_1,Yes,Night,Wednesday,January,2020,0
4485801,55.35,39,75509.61,153.17,product_22,Cook Islands,City_1,Yes,Mid-Night,Tuesday,March,2020,1
3514140,72.76,33,66025.11,224.44,product_12,Saint Martin,City_1,Yes,Morning,Wednesday,February,2020,0
3002987,59.52,40,66198.66,256.4,product_17,Bhutan,City_1,Yes,Mid-Night,Wednesday,June,2020,0
5957647,56.91,56,48206,182.65,product_14,Senegal,City_4,Yes,Mid-Night,Sunday,March,2020,1
4017921,83.4,19,66861.67,231.95,product_24,Nicaragua,City_2,Yes,Morning,Saturday,April,2020,0
9790924,37.45,49,55606,127.82,product_9,Luxembourg,City_3,No,Evening,Saturday,January,2020,1
6410299,44.57,30,47161,120.12,product_15,Mali,City_1,No,Noon,Tuesday,June,2020,1
6635203,72.18,29,67080.94,226.79,product_18,Lebanon,City_4,No,Mid-Night,Monday,March,2020,0
7018015,80.51,49,53185.34,222.11,product_6,French Polynesia,City_3,No,Morning,Wednesday,May,2020,0
7977788,81.29,24,62204.93,191.78,product_6,Guadeloupe,City_2,Yes,Noon,Friday,February,2020,0
3230279,71.9,44,33502.57,222.63,product_24,Brunei Darussalam,City_2,Yes,Mid-Night,Friday,February,2020,0
6278716,89.71,48,51501.38,204.4,product_11,Bahrain,City_5,Yes,Early-Morning,Wednesday,February,2020,0
4371233,74.02,47,66744.65,248.16,product_22,Faroe Islands,City_2,No,Noon,Monday,April,2020,0
3100967,44.4,57,31281,150.29,product_14,Mali,City_1,Yes,Early-Morning,Thursday,May,2020,1
7468392,77.05,51,56067.38,217.66,product_11,Ireland,City_2,No,Morning,Wednesday,March,2020,0
1883473,44.49,31,39800,135.24,product_4,Vietnam,City_1,Yes,Mid-Night,Wednesday,April,2020,1
5566608,65.07,24,57545.56,233.85,product_10,Mali,City_4,No,Early-Morning,Sunday,January,2020,0
9464914,74.65,38,56379.3,204.22,product_5,Burkina Faso,City_1,Yes,Night,Friday,April,2020,0
8995748,80.96,35,68305.91,189.91,product_20,Croatia,City_6,No,Morning,Friday,February,2020,0
9826305,90.97,37,54520.14,180.77,product_6,Congo,City_1,No,Evening,Tuesday,February,2020,0
9905128,89.34,44,57179.91,214.53,product_30,Vanuatu,City_4,No,Morning,Saturday,February,2020,0
2667894,80.22,28,74159.69,201.29,product_30,Norfolk Island,City_2,No,Mid-Night,Wednesday,February,2020,0
7249235,41.67,51,72802,138.71,product_3,Finland,City_1,Yes,Evening,Friday,January,2020,1
4041116,78.96,59,70053,149.67,product_30,South Africa,City_2,No,Early-Morning,Monday,June,2020,1
2378775,61.72,25,74159.69,248.16,product_25,Sudan,City_1,Yes,Night,Monday,January,2020,0
9102660,69.35,33,38427.66,218.49,product_9,Venezuela,City_5,No,Mid-Night,Sunday,January,2020,0
1250133,79.72,29,63107.88,222.77,product_27,Antigua and Barbuda,City_2,No,Noon,Friday,March,2020,0
8752231,55.32,43,67682.32,127.65,product_27,Netherlands,City_4,No,Morning,Friday,March,2020,1
5817338,56.64,29,55984.89,123.24,product_15,Zimbabwe,City_3,Yes,Morning,Saturday,February,2020,1
1205507,72.94,32,43870.51,221.59,product_22,Faroe Islands,City_3,No,Night,Thursday,March,2020,0
3210762,37.58,34,48468,121.24,product_20,Eritrea,City_3,Yes,Evening,Thursday,April,2020,1
2681773,69.96,32,50356.06,171.23,product_17,Sweden,City_3,No,Night,Monday,May,2020,0
3736762,79.53,38,38427.66,233.36,product_17,Benin,City_1,No,Noon,Saturday,July,2020,0
4591092,59.7,52,25408,115.91,product_1,Guatemala,City_2,Yes,Mid-Night,Tuesday,March,2020,1
8242711,78.15,53,58576.12,191.78,product_1,Wallis and Futuna,City_1,No,Evening,Monday,March,2020,0
5965945,76.27,28,67279.06,163.99,product_22,Togo,City_3,Yes,Mid-Night,Sunday,March,2020,0
7795319,76.42,28,67686.16,226.69,product_16,Djibouti,City_1,Yes,Morning,Friday,July,2020,0
3634460,75.19,26,67307.43,225.34,product_27,Guam,City_1,Yes,Morning,Wednesday,July,2020,0
6022736,73.19,35,64929.61,211.38,product_21,Denmark,City_3,Yes,Evening,Tuesday,May,2020,0
8812516,89.05,47,66744.65,200.28,product_19,Lesotho,City_1,No,Evening,Sunday,July,2020,0
6202268,86.78,47,73049.3,236.96,product_12,Mongolia,City_4,No,Early-Morning,Saturday,April,2020,0
4950265,87.35,35,58114.3,158.29,product_20,Gibraltar,City_3,Yes,Mid-Night,Tuesday,January,2020,0
4539372,70.09,53,67279.06,227.37,product_28,Holy See (Vatican City State),City_1,No,Night,Tuesday,July,2020,0
2717770,78.19,28,72330.57,213.7,product_24,Niger,City_1,No,Mid-Night,Wednesday,July,2020,0
3406299,83.07,37,40478.83,218.8,product_21,Tunisia,City_3,Yes,Night,Saturday,April,2020,0
2943686,65.07,20,71727.51,208.05,product_22,Japan,City_3,Yes,Evening,Tuesday,June,2020,0
2922761,84.95,25,78119.5,225.76,product_5,Morocco,City_3,Yes,Morning,Sunday,June,2020,0
4038376,74.63,33,50983.75,198.79,product_7,Myanmar,City_3,No,Morning,Thursday,June,2020,0
6335951,81.45,28,44490.09,235.56,product_19,Cambodia,City_2,No,Night,Monday,April,2020,0
9893310,34.78,35,54325,120.12,product_7,Kazakhstan,City_2,Yes,Noon,Friday,April,2020,1
7702349,70.05,38,52140.04,222.25,product_26,Georgia,City_4,No,Evening,Saturday,June,2020,0
8983749,81.59,20,55424.24,195.56,product_14,Philippines,City_4,No,Morning,Friday,March,2020,0
2236915,35.33,33,49283,156.54,product_27,French Guiana,City_3,No,Early-Morning,Wednesday,April,2020,1
2902985,39.3,32,48335.2,145.73,product_24,Lithuania,City_3,No,Early-Morning,Wednesday,February,2020,1
6439527,64.88,47,55994,134.46,product_17,New Zealand,City_1,Yes,Noon,Wednesday,April,2020,1
1025316,59.22,55,39131.53,126.39,product_11,Honduras,City_3,Yes,Mid-Night,Wednesday,January,2020,1
2982398,77.07,29,46964.11,247.31,product_1,Nicaragua,City_2,No,Night,Saturday,January,2020,0
7182305,85.84,33,65227.79,254.59,product_16,Estonia,City_3,No,Evening,Tuesday,June,2020,0
9608402,34.78,48,42861.42,208.21,product_19,South Africa,City_5,Yes,Mid-Night,Thursday,March,2020,1
6357998,65.82,27,57195.96,212.38,product_1,Libyan Arab Jamahiriya,City_2,No,Night,Wednesday,April,2020,0
1276320,72.08,49,63109.74,218.17,product_22,Zimbabwe,City_5,No,Early-Morning,Tuesday,April,2020,0
6712404,74.58,40,58996.12,178.75,product_20,Namibia,City_2,No,Evening,Thursday,January,2020,0
9375755,72.94,46,47139.21,192.93,product_1,French Polynesia,City_2,Yes,Morning,Monday,May,2020,0
5696770,46.84,26,70233,173.05,product_26,Saint Helena,City_2,Yes,Early-Morning,Monday,June,2020,1
5096224,59.61,50,73207.15,244.55,product_25,Italy,City_2,Yes,Night,Saturday,June,2020,0
3114827,86.06,47,52802.58,223.09,product_11,Taiwan,City_6,No,Morning,Thursday,July,2020,0
9487109,87.35,23,61771.9,196.71,product_20,Dominican Republic,City_4,Yes,Mid-Night,Wednesday,January,2020,0
9928960,66.18,51,66861.67,217.1,product_16,Bouvet Island (Bouvetoya),City_1,No,Morning,Saturday,January,2020,0
1235255,78.51,19,61039.13,241.8,product_10,Gabon,City_3,Yes,Noon,Saturday,March,2020,0
6807214,76.58,32,61617.98,197.33,product_28,Burkina Faso,City_2,No,Mid-Night,Thursday,July,2020,0
2193983,88.97,45,49269.98,152.49,product_3,Bhutan,City_2,No,Evening,Saturday,June,2020,1
3243925,66.01,43,33952,191.26,product_13,Argentina,City_1,No,Mid-Night,Thursday,July,2020,1
4946194,51.65,31,58996.56,249.99,product_16,Ireland,City_3,No,Morning,Wednesday,May,2020,0
8356917,81.67,21,53852.85,179.58,product_17,Mayotte,City_3,No,Morning,Wednesday,June,2020,0
4411065,40.15,55,58348,138.46,product_19,Liberia,City_6,No,Mid-Night,Wednesday,June,2020,1
6740207,47.51,20,52097,225.24,product_21,Israel,City_2,Yes,Night,Thursday,July,2020,1
5467514,77.51,50,69562.46,184.03,product_14,Guinea-Bissau,City_2,Yes,Morning,Sunday,April,2020,0
9951120,87.18,31,76984.21,222.91,product_6,Eritrea,City_5,No,Evening,Friday,May,2020,0
1248924,71.14,30,69758.31,224.82,product_25,France,City_6,No,Mid-Night,Tuesday,June,2020,0
5848751,72.92,19,59886.58,235.35,product_11,Monaco,City_1,No,Noon,Thursday,April,2020,0
2303882,46.2,40,70583,105.22,product_1,Paraguay,City_1,No,Evening,Sunday,February,2020,1
2704696,75.81,32,59784.18,221.21,product_2,Ukraine,City_2,Yes,Morning,Sunday,July,2020,0
